OSEBuildingID;BuildingType;PrimaryPropertyType;PropertyName;Latitude;Longitude;YearBuilt;NumberofBuildings;NumberofFloors;PropertyGFATotal;PropertyGFAParking;PropertyGFABuilding(s);LargestPropertyUseType;ENERGYSTARScore;SiteEnergyUse(kBtu);SiteEnergyUseWN(kBtu);Electricity(kWh)
27873;Multifamily MR (5-9);Mid-Rise Multifamily;Packard Building;47.61492;-122.31654;1910;1;6;74725;12387;62338;Multifamily Housing;34;3841879.25;3841879.25;633378.125
27874;NonResidential;Warehouse;20172- Seattle / Capitol;47.61469;-122.31596;1958;1;2;61880;0;61880;Non-Refrigerated Warehouse;66;595936.5;604190.125;174659
27880;Multifamily MR (5-9);Mid-Rise Multifamily;The Lenawee Apartments;47.61621;-122.32241;1940;1;5;50356;0;50356;Multifamily Housing;99;2503804;2752609.25;139349.9063
27882;NonResidential;Small- and Mid-Sized Office;900 E Pine St;47.61556;-122.32048;1925;1;2;27938;0;27938;Office;97;1027394.313;1002986.375;300191.0938
27884;Multifamily MR (5-9);Mid-Rise Multifamily;Helix Apartments;47.6646;-122.31558;2006;1;6;65826;0;65826;Multifamily Housing;;2338238;2430993.25;685298.3125
27885;Multifamily MR (5-9);Mid-Rise Multifamily;Lee Plaza;47.66459;-122.31601;1991;1;5;64227;0;64227;Multifamily Housing;96;1930541.5;2034690.125;273166.3125
27886;Multifamily MR (5-9);Mid-Rise Multifamily;TraVigne;47.66391;-122.31602;2001;1;6;91916;25721;66195;Multifamily Housing;82;1913034.125;1974801.75;560678.1875
27888;Multifamily MR (5-9);Mid-Rise Multifamily;Sunrise Cascade;47.66326;-122.31603;2000;1;5;33480;8313;25167;Multifamily Housing;;979442.3125;1025664;158686.2031
27891;NonResidential;Other;University VW;47.66386;-122.31715;1924;1;2;21600;0;21600;Other - Services;;1623657;1623657;475866.5938
27892;Nonresidential COS;Other;Fire Station 17;47.66506;-122.31656;1929;1;3;27908;0;27908;Other;;2028125.625;2182493;282657
27895;Multifamily LR (1-4);Low-Rise Multifamily;Sagamore Building;47.66665;-122.31707;2003;1;4;24722;0;24722;Multifamily Housing;;579061.125;609854.3125;169713.0938
27901;Campus;K-12 School;The Bush School - Upper School;47.62291;-122.28879;2000;1;2;30562;0;30562;K-12 School;69;1622231.375;1824440.125;193273.7969
27902;Multifamily LR (1-4);Low-Rise Multifamily;Pacific Palisades Condominiums;47.65488;-122.32641;1997;1;4;43422;0;43422;Multifamily Housing;38;1702639;1849776.5;249151.5
27903;NonResidential;Retail Store;(ID27903) PACIFIC RIM CENTER;47.59951;-122.32033;2000;1;3;54969;0;54969;Retail Store;67;3724098.25;3770784.25;1006654.125
27922;NonResidential;K-12 School;Seattle Temple;47.61395;-122.31253;1951;1;2;36825;0;36825;K-12 School;;1755072.75;1892122.25;267222.4063
27924;Multifamily LR (1-4);Low-Rise Multifamily;Madison Court - 1509;47.61446;-122.31216;1908;1;4;36546;0;36546;Multifamily Housing;79;885958.125;961325.625;254894.2031
27926;Multifamily MR (5-9);Mid-Rise Multifamily;The Pearl;47.61481;-122.31256;2008;1;7;101530;0;101530;Multifamily Housing;81;3879728;3928257.25;556480
27928;NonResidential;Small- and Mid-Sized Office;Jewish Family Service;47.61546;-122.31195;1958;1;3;25834;0;25834;Office;73;2076289.625;2223401.5;357342.6875
27929;Multifamily LR (1-4);Low-Rise Multifamily;Arllis Arms Apts.;47.61682;-122.3123;1962;1;4;26172;0;26172;Multifamily Housing;50;772214.625;822265.8125;226323.0938
27932;Multifamily LR (1-4);Low-Rise Multifamily;Wilana Apartments;47.61745;-122.31235;1909;1;3;25920;0;25920;Multifamily Housing;76;759508.6875;829286.6875;141769
27937;Multifamily LR (1-4);Low-Rise Multifamily;PHINNEY RIDGE CONDOMINIUM;47.69309;-122.35359;1985;1;4;26112;0;26112;Multifamily Housing;96;566000.6875;609750.625;165885.2969
27947;NonResidential;Worship Facility;ST MARKS CATHEDRAL;47.63193;-122.32126;1929;1;1;37700;0;37700;Worship Facility;38;3481727.5;4195549.5;220347.7969
27950;Multifamily MR (5-9);Mid-Rise Multifamily;Pierre Marquis;47.63992;-122.37471;1980;1;5;62093;0;62093;Multifamily Housing;63;1521693.25;1557412.375;445982.8125
27951;Multifamily LR (1-4);Low-Rise Multifamily;THE PIER;47.59926;-122.28563;1956;1;4;23856;0;23856;Multifamily Housing;73;687241.875;738642.6875;201419.0938
27953;Multifamily MR (5-9);Mid-Rise Multifamily;Pike Lofts, A Condominium;47.6139;-122.3272;1998;1;7;69272;0;69272;Multifamily Housing;;2484007.75;2637673;390913.6875
27955;SPS-District K-12;K-12 School;Montlake Elementary;47.64063;-122.30428;1925;1;2;27273;0;27273;K-12 School;90;1258619.125;1436271;127941
27956;Multifamily LR (1-4);Low-Rise Multifamily;Montlake;47.63982;-122.30181;1926;1;2;20366;0;20366;Multifamily Housing;;1581425.75;1751156.25;121532.1016
27958;Multifamily LR (1-4);Low-Rise Multifamily;115th;47.71307;-122.31246;1974;1;4;23888;0;23888;Multifamily Housing;51;698326.625;736286;204667.7969
27962;Multifamily LR (1-4);Low-Rise Multifamily;Raleigh Manor;47.71606;-122.31215;2000;1;4;45579;0;45579;Multifamily Housing;;747994.8125;747994.8125;219224.7031
27966;Multifamily LR (1-4);Low-Rise Multifamily;Pinehurst Lane;47.71313;-122.31214;1997;1;4;23175;0;23175;NULL;;715252.625;764383.125;137680.4063
27969;NonResidential;Mixed Use Property;1700 Madison Apts. Bldg. 2;47.61608;-122.30967;2004;1;6;97229;0;97229;Multifamily Housing;100;1021754.688;1056507.75;299459.0938
27970;Multifamily MR (5-9);Mid-Rise Multifamily;Olive Ridge;47.61672;-122.3098;1969;1;7;72716;0;72716;Multifamily Housing;76;2828098.5;3050131;639192.875
27977;Multifamily MR (5-9);Mid-Rise Multifamily;Views at Madison Vista;47.61598;-122.3077;2002;1;5;73495;0;73495;Multifamily Housing;96;2918553.25;3093920.25;177583.2969
27981;Multifamily LR (1-4);Low-Rise Multifamily;Union 18 Apartments;47.61269;-122.3085;1969;2;3;37824;0;37824;Multifamily Housing;79;1593610.125;1697676.75;346147.0938
27982;NonResidential;Small- and Mid-Sized Office;9620 Stone Ave N;47.69898;-122.34162;1982;1;3;25111;0;25111;Office;77;954352.6875;1060040.75;163329
27984;Multifamily MR (5-9);Mid-Rise Multifamily;OAKVIEW APTS;47.69837;-122.34166;2008;1;6;29216;12620;16596;Multifamily Housing;44;944638.1875;994774.875;270433.1875
27987;Multifamily LR (1-4);Low-Rise Multifamily;Carolyn Court;47.69829;-122.3405;1989;1;3;23448;0;23448;Multifamily Housing;98;408807;435601.8125;119814.5
28035;Multifamily LR (1-4);Low-Rise Multifamily;Tracy Ann Apartments - north;47.54093;-122.39431;1964;1;3;26498;0;26498;Multifamily Housing;78;683307.375;732622.5;200265.9063
27996;Multifamily LR (1-4);Low-Rise Multifamily;THE KENNEY;47.53888;-122.39201;1951;0;4;203155;0;203155;Multifamily Housing;;6814269;7060696.5;1668389.25
28001;Multifamily LR (1-4);Low-Rise Multifamily;westwinds;47.54005;-122.39503;1963;1;4;22984;0;22984;Multifamily Housing;41;675611.375;739094.125;198010.2969
28002;Multifamily LR (1-4);Low-Rise Multifamily;Halcyon Apartments CC4R LLC;47.53986;-122.39469;1968;1;4;26342;4878;21464;Multifamily Housing;97;568381.6875;608683.3125;166583.0938
28006;Multifamily LR (1-4);Low-Rise Multifamily;The Pittsburgh;47.61964;-122.35469;1907;1;3;24329;0;24329;Multifamily Housing;66;2233268.5;2456183.25;96458.79688
28007;Multifamily LR (1-4);Low-Rise Multifamily;ADWAS;47.69209;-122.31794;2006;1;4;29588;0;29588;Multifamily Housing;;1242586.25;1310817.375;218871.7031
28008;Multifamily MR (5-9);Mid-Rise Multifamily;Plaza del Sol Condominium;47.61944;-122.32318;1993;0;6;82519;0;82519;Multifamily Housing;62;2971013.5;3225048.5;519871.0938
28009;Multifamily MR (5-9);Mid-Rise Multifamily;Plaza Royale;47.62825;-122.35714;1970;1;6;37843;0;37843;Multifamily Housing;91;1605220.875;1758909.75;167610.0938
28014;Multifamily LR (1-4);Low-Rise Multifamily;Pleasant Valley Plaza;47.65426;-122.40138;1984;1;3;35787;0;35787;Multifamily Housing;66;938096.1875;996922.3125;274940.1875
28019;NonResidential;Worship Facility;Our Lady of Fatima Church & Rectory;47.64725;-122.39977;1953;1;2;31805;0;31805;Worship Facility;10;1641667;1888861.125;119395.8984
28020;NonResidential;K-12 School;Our Lady of Fatima School & Gym;47.64725;-122.39977;1953;1;1;20811;0;20811;K-12 School;95;1267348.5;1441620;148240.2031
28022;Multifamily LR (1-4);Low-Rise Multifamily;Blue Ridge;47.69953;-122.36843;1986;1;4;28328;0;28328;Multifamily Housing;64;711725.5;755156.625;208594.7969
28025;Nonresidential COS;Warehouse;CSC Meter Shop (G);47.59393;-122.32211;1967;1;2;22058;0;22058;Non-Refrigerated Warehouse;1;1987334.75;2235498;248454.4063
28027;Multifamily MR (5-9);Mid-Rise Multifamily;Point Elliott;47.58836;-122.38032;1998;1;6;42188;0;42188;Multifamily Housing;;1582794.5;1710195.625;229584.2031
28028;Multifamily MR (5-9);Mid-Rise Multifamily;Point Nautica;47.59478;-122.38513;1998;1;6;36730;0;36730;Multifamily Housing;;955497.625;1029617.125;172274.7969
28029;NonResidential;Refrigerated Warehouse;Plymouth Poultry;47.56268;-122.32364;1970;1;1;22890;0;22890;Refrigerated Warehouse;;10005787;9844836;2614893
28030;NonResidential;Other;Sunny Arms;47.56166;-122.3237;1907;1;5;36000;0;36000;Other;;1111293.75;1270850.625;101516.8984
28033;NonResidential;Distribution Center;Park Manor, LLC;47.5616;-122.32603;1971;1;1;28320;0;28320;Distribution Center;1;4236396.5;4403066.5;997545.1875
28039;Multifamily LR (1-4);Low-Rise Multifamily;Olympic Manor;47.53594;-122.37703;1978;1;3;28683;0;28683;Multifamily Housing;70;727775.8125;791677.8125;213298.9063
28046;Multifamily LR (1-4);Low-Rise Multifamily;Linden Park;47.72826;-122.34861;1982;1;3;96869;0;96869;Multifamily Housing;84;2525345.75;2645428;740136.375
28048;Multifamily LR (1-4);Low-Rise Multifamily;Meridian Place Apartments  E & F;47.70706;-122.33527;1986;1;3;51908;0;51908;Multifamily Housing;78;1194835.5;1248950.375;350186.1875
28049;Multifamily LR (1-4);Low-Rise Multifamily;Meridian Place Apts Bldg A;47.70705;-122.33444;1987;1;4;46339;0;46339;Multifamily Housing;71;1071220.75;1116760;313956.8125
28050;Multifamily LR (1-4);Low-Rise Multifamily;Meridian Place Apts Bldg B;47.70735;-122.33462;1987;1;4;43245;0;43245;Multifamily Housing;87;920068.875;971149.875;269656.6875
28051;Multifamily LR (1-4);Low-Rise Multifamily;Meridian Place Apartments C&D;47.70761;-122.33449;1989;1;4;56800;0;56800;Multifamily Housing;63;1730542.25;1805720.75;507192.9063
28053;NonResidential;Worship Facility;(ID28053)CONGREGATION BETH SHALOM;47.67816;-122.28998;1955;1;1;29079;0;29079;Worship Facility;78;861643.6875;930746.875;149800
28066;NonResidential;Small- and Mid-Sized Office;Madison Park;47.63441;-122.28061;1982;1;3;28848;9616;19232;Office;82;726917.5;769771.8125;213047.2969
28067;Multifamily LR (1-4);Low-Rise Multifamily;Colony Surf Apartments;47.52;-122.26034;1967;1;4;42816;0;42816;Multifamily Housing;48;1332912.625;1402200.5;390654.3125
28068;Multifamily HR (10+);High-Rise Multifamily;Rollin Street Flats;47.61921;-122.33807;2007;1;11;399935;0;399935;Multifamily Housing;20;14204281;14561657;1879908.375
28081;NonResidential;Small- and Mid-Sized Office;Brown Bear Car Wash;47.65564;-122.36191;1988;1;2;20535;0;20535;Office;7;1835804;1964622.625;373464.1875
28086;NonResidential;Laboratory;Environmental Laboratory;47.65223;-122.36147;1985;1;2;43025;0;43025;Laboratory;;9393108;10148279;1542927.75
28089;Multifamily HR (10+);High-Rise Multifamily;Ross Manor;47.60806;-122.34037;1984;1;12;70939;0;70939;Multifamily Housing;;3307792.5;3580549.5;692229
28476;NonResidential;Warehouse;NWCP-SEA Mayn Bldg;47.54769;-122.3251;1965;1;1;30800;0;30800;Non-Refrigerated Warehouse;65;485971;485971;142429.9063
28733;Multifamily MR (5-9);Mid-Rise Multifamily;Building 2;47.70279;-122.32434;2008;1;7;124642;0;124642;Multifamily Housing;;5702077;5804194;1671183
28734;Multifamily MR (5-9);Mid-Rise Multifamily;Building 3;47.70222;-122.32532;2008;1;7;120520;0;120520;Multifamily Housing;97;2577115.25;2658386;755309.1875
28735;Multifamily LR (1-4);Low-Rise Multifamily;Building 4;47.70188;-122.32459;2008;1;4;46725;0;46725;Multifamily Housing;1;13459221;14360223;1161542.75
28874;Multifamily LR (1-4);Low-Rise Multifamily;Cedarvale Village;47.71025;-122.3202;1970;1;2;30984;0;30984;Multifamily Housing;56;1232210;1318441.25;361140.0938
29069;Multifamily LR (1-4);Senior Care Community;Lakeshore;47.50061895;-122.2209659;1995;1;3;124930;0;124930;Senior Care Community;98;6723971.5;6987057;1265544
29125;Multifamily MR (5-9);Mid-Rise Multifamily;The Morrison;47.60219;-122.3313;1908;1;7;159840;0;159840;Multifamily Housing;1;13945328;14811553;2150848.25
29148;Multifamily LR (1-4);Low-Rise Multifamily;Rainier House;47.55455;-122.2814;2008;1;4;43732;0;43732;Multifamily Housing;33;2989919.75;3301350.25;165772.2969
29170;NonResidential;Mixed Use Property;Chief Seattle Club/Monterey Lofts;47.59901628;-122.3315077;1900;1;3;22168;0;22168;Multifamily Housing;;1784385.25;1904848.25;287947
29214;NonResidential;Warehouse;1001-1005 6th Ave. S;47.59416;-122.3267;1922;1;1;37400;0;37400;Non-Refrigerated Warehouse;73;924192.6875;909543.1875;262233.1875
29310;Multifamily LR (1-4);Low-Rise Multifamily;2541 Mt Baker Village #4 (29310);47.57963;-122.29548;1960;1;4;21200;0;21200;Multifamily Housing;87;511180.6875;537970.5;149818.5
29312;Multifamily LR (1-4);Low-Rise Multifamily;2555 Mt Baker Village #6 (29312);47.57927;-122.29548;1960;1;4;21200;0;21200;Multifamily Housing;83;541542.6875;567383.8125;158717.0938
29315;Multifamily LR (1-4);Low-Rise Multifamily;2580 Mt Baker Village #9 (29315);47.57854;-122.29488;1960;1;4;20365;0;20365;Multifamily Housing;;562338.3125;588454.625;164811.9063
29390;Multifamily MR (5-9);Mid-Rise Multifamily;Commodore Duchess Apartments;47.6557;-122.31244;1925;1;8;97923;0;97923;Multifamily Housing;5;10343027;11096605;459770
29448;Multifamily LR (1-4);Low-Rise Multifamily;Broadway Crossing;47.61497;-122.32108;2006;1;4;74202;0;74202;Multifamily Housing;100;1568900.25;1634791.75;346457
29550;NonResidential;Large Office;605 Union Station;47.59666;-122.32768;2000;1;11;268130;0;268130;Office;88;15026352;15033874;4390616.5
29551;NonResidential;Small- and Mid-Sized Office;625 Union Station;47.59706;-122.32813;2000;1;11;68452;0;68452;Office;79;3782378.25;3979629.5;1108551.5
29552;NonResidential;Large Office;705 5th Avenue;47.59634;-122.32807;2000;1;11;273185;0;273185;Office;88;14709151;14709151;4311005
29612;NonResidential;K-12 School;Villa Academy - Main bldg.;47.66368;-122.27324;1924;1;3;97500;0;97500;K-12 School;97;3736960;4314753.5;266910.1875
29788;NonResidential;Small- and Mid-Sized Office;Queen Anne Square West (220);47.62495;-122.36036;1982;1;5;54015;0;54015;Office;75;3020001.5;3020001.5;885111.6875
29792;Multifamily LR (1-4);Low-Rise Multifamily;Jefferson Square Apartments;47.5596;-122.38459;1987;1;3;79052;0;79052;Multifamily Housing;;1987218.75;2131730.25;582420.375
30207;Multifamily MR (5-9);Mid-Rise Multifamily;Joule;47.623695;-122.321487;2009;1;6;436301;149657;286644;Multifamily Housing;75;8102125.5;8699857;1953980.25
30571;Multifamily LR (1-4);Low-Rise Multifamily;12th & Pike Building/Agnes Lofts;47.61392;-122.31718;2007;1;3;32881;0;32881;Multifamily Housing;;1928391.25;1956002.5;457783.6875
30847;Multifamily MR (5-9);Mid-Rise Multifamily;Prescott Wallingford (Seattle) - Municipal Benchmarking Account;47.65463;-122.34204;2012;1;6;198233;0;198233;Multifamily Housing;93;5965171;6057097;997378.625
31167;Multifamily HR (10+);High-Rise Multifamily;50269 - Alto Apartments;47.61725;-122.34844;2011;1;17;176043;0;176043;Multifamily Housing;89;5907068;6281992;1074477.25
31187;Multifamily MR (5-9);Mid-Rise Multifamily;53227 - Element 42;47.58012;-122.38548;2011;1;5;63597;0;63597;Multifamily Housing;87;2212058.5;2212058.5;354867.0938
32429;NonResidential;Restaurant;First & Union;47.60805;-122.33978;1985;1;13;42000;0;42000;Other - Restaurant/Bar;;7798464;7762660.5;1275463.75
32454;Multifamily MR (5-9);Mid-Rise Multifamily;Eagles Apartments;47.61103;-122.33238;1925;0;5;37804;0;37804;Multifamily Housing;58;2583705;2803229.25;162628.5938
33254;Multifamily LR (1-4);Mixed Use Property;Merrill Gardens/ Corydon;47.66709;-122.30149;2008;1;4;257248;0;257248;Senior Care Community;98;7574092;7656665;1787129.75
33289;NonResidential;Large Office;Bay Vista Office Building;47.61706;-122.35141;1982;0;24;119701;0;119701;Office;67;8382140.5;8382140.5;2456664.5
33408;Nonresidential COS;Other;The Seattle Public Library - Lake City Branch;47.71986;-122.29809;1965;1;1;24697;0;24697;Library;;1295685.75;1395016.125;251761
33527;NonResidential;University;SCCC WOOD CONSTRUCTION;47.59677;-122.30172;2013;2;1;57468;0;57468;College/University;;3543985.5;3778965.75;625200
33548;NonResidential;University;SCCC SCIENCE AND MATH;47.61808;-122.32175;2006;1;5;84000;0;84000;College/University;;12184124;12581302;1303202.75
34148;Multifamily MR (5-9);Mid-Rise Multifamily;David Colwell Building;47.61896;-122.33078;2000;1;6;79684;0;79684;Multifamily Housing;79;3383356.75;3611483.5;693875.3125
34248;Multifamily LR (1-4);Low-Rise Multifamily;The Wesley at Dravus;47.64886;-122.35862;2004;1;4;22625;0;22625;Multifamily Housing;93;941564.8125;1017804.875;142560.5938
34348;NonResidential;Retail Store;Pike Plaza;47.6087;-122.33884;1991;1;3;103000;0;103000;Retail Store;89;5214621.5;5390147.5;1243594.5
34891;NonResidential;Supermarket / Grocery Store;70500883 -- West Seattle;47.56137;-122.38524;2008;1;1;37864;0;37864;Supermarket/Grocery Store;61;8025696;8257472.5;1584877.375
34908;NonResidential;Supermarket / Grocery Store;70500887 -- Broadway Market;47.62256;-122.32092;1950;1;2;66497;0;66497;Supermarket/Grocery Store;84;9290214;9290214;2676731.75
35391;NonResidential;Retail Store;LUMEN Commercial;47.62473;-122.34727;2006;1;4;34010;0;34010;Retail Store;;3560614.25;3611326.75;1043556.188
35392;NonResidential;Supermarket / Grocery Store;70500881 -- Uptown;47.62473;-122.34727;2006;1;4;45980;0;45980;Supermarket/Grocery Store;79;8305255;8573323;1573632.75
35431;Multifamily MR (5-9);Mid-Rise Multifamily;Overlook at Magnolia Building D;47.65201;-122.3891;1970;1;5;34728;0;34728;Multifamily Housing;40;1034941.313;1094116.125;303323.9063
35436;Multifamily MR (5-9);Mid-Rise Multifamily;Overlook at Magnolia Building F;47.652;-122.38949;1970;1;5;34480;0;34480;Multifamily Housing;75;771296.8125;817799.125;226054.0938
36034;NonResidential;Retail Store;Harvard Market;47.61378771;-122.3214255;1996;0;3;45743;0;45743;Retail Store;88;5313217;5227773.5;1262439.75
36087;Multifamily LR (1-4);Low-Rise Multifamily;Henry M. Jackson Apts.;47.72664;-122.34823;1984;1;4;56800;0;56800;Multifamily Housing;74;2009703.25;2119729;367703.6875
36587;NonResidential;Other;Meredith Mathews East Madison YMCA;47.61674;-122.30207;1991;1;1;45000;0;45000;Fitness Center/Health Club/Gym;;3505497;3769240.5;308219.1875
37008;NonResidential;Other;CenturyLink Field Event Center;47.59544;-122.33159;1999;1;6;333698;0;333698;Parking;;13730204;14658050;2755550
37248;NonResidential;Warehouse;Rainier Malt House;47.55066;-122.31787;1904;1;4;72859;0;72859;Non-Refrigerated Warehouse;55;1498457.875;1577083.25;426578.1875
39332;SPS-District K-12;K-12 School;South Shore K-8;47.52374;-122.27201;2009;1;2;138705;0;138705;K-12 School;84;4959298;5344758;880538
39673;Multifamily LR (1-4);Low-Rise Multifamily;McLean Commons;47.55304;-122.3633;2002;1;3;20000;0;20000;Multifamily Housing;89;521030.5938;548126.375;152705.2969
39768;Multifamily HR (10+);High-Rise Multifamily;Coppins Well (1200 Madison);47.61022;-122.324;2012;1;17;236148;0;236148;Multifamily Housing;69;9162810;9650151;1591804.25
40008;NonResidential;Mixed Use Property;(ID#40008) KC Metro Transit Power Distribution;47.5823;-122.32937;2004;1;3;21947;0;21947;Other;;1554599.25;1658135.375;284170.9063
40028;NonResidential;Warehouse;Sandpoint #5;47.68454;-122.26235;1940;1;0;384772;0;384772;Non-Refrigerated Warehouse;69;15206762;16139557;2642108
40031;NonResidential;Medical Office;Sandpoint #25;47.6824;-122.26223;1960;1;0;30287;0;30287;Medical Office;32;2193115;2279632.5;532064.6875
40034;NonResidential;Small- and Mid-Sized Office;Sandpoint #29;47.68254;-122.26299;1960;1;0;21931;0;21931;Office;32;3947209.25;4292216;409903.5
40067;NonResidential;Small- and Mid-Sized Office;Olympic Block;47.60148;-122.33379;1985;1;6;73102;0;73102;Office;84;4307238.5;4483478;1262379.25
40348;NonResidential;Mixed Use Property;Broadway Market;47.62256;-122.32092;1916;1;2;140823;59401;81422;Parking;;2762846;2778832.75;748809.6875
40388;Multifamily LR (1-4);Low-Rise Multifamily;Magnolia Manor;47.65322;-122.39202;1968;1;4;24386;0;24386;Multifamily Housing;76;574650.375;602367.6875;168420.4063
40447;Nonresidential COS;Mixed Use Property;OCC Complex;47.57918;-122.32075;1966;5;1;87458;0;87458;Office;;8475238;9271981;1140189.75
40529;Multifamily LR (1-4);Low-Rise Multifamily;Beacon View B;47.58814;-122.31816;1968;1;4;35796;0;35796;Multifamily Housing;65;1001304.125;1082554.25;293465.4063
41068;Multifamily LR (1-4);Low-Rise Multifamily;(ID41068) Amesbury Court Apartments (Bldg B);47.72883;-122.34862;1990;1;4;43228;0;43228;Multifamily Housing;100;953059.875;987194.625;279325.8125
41070;Multifamily LR (1-4);Low-Rise Multifamily;(ID41070) Amesbury Court Apartments (Bldg A);47.72883;-122.34862;1990;1;4;35560;0;35560;Multifamily Housing;100;644415;664131.3125;188867.2031
41527;Multifamily MR (5-9);Mid-Rise Multifamily;Elliott Bay View;47.61958;-122.35378;2011;1;7;36179;0;36179;Multifamily Housing;41;1540258.5;1602826.875;302247.5
41928;NonResidential;Supermarket / Grocery Store;Safeway 1586 - 15th Ave;47.71864;-122.312;2011;1;1;51400;0;51400;Supermarket/Grocery Store;74;11702959;12081430;2019099.75
41987;Multifamily MR (5-9);Mid-Rise Multifamily;WA021_AVA Queen Anne;47.6212;-122.36016;2011;1;6;290520;0;290520;Multifamily Housing;87;6769410.5;7084125;1101238.625
42067;Multifamily MR (5-9);Mixed Use Property;Broadway Building;47.61590576;-122.3203888;2010;0;6;184980;0;184980;Multifamily Housing;90;6897247.5;6985374.5;1346188.75
42069;NonResidential;Small- and Mid-Sized Office;NORTH POINTE;47.64779;-122.33352;1993;1;1;26263;0;26263;Office;64;1634669.375;1671740.25;479094.0938
42070;Multifamily LR (1-4);Low-Rise Multifamily;Tamarack Place;47.56185;-122.29363;2010;1;4;88449;0;88449;Multifamily Housing;;3890340;4043773.5;890901.375
42074;Multifamily LR (1-4);Low-Rise Multifamily;Brettler Family Place;47.67857;-122.26172;2011;1;3;31930;0;31930;Multifamily Housing;86;841915.875;871502.6875;246751.4063
42076;Multifamily LR (1-4);Low-Rise Multifamily;Lake City Court;47.72033;-122.29213;2011;1;4;138121;0;138121;Multifamily Housing;;4415329;4668408;605888.1875
42087;Multifamily MR (5-9);Mid-Rise Multifamily;GOSSETT PLACE APARTMENTS;47.66368;-122.31554;2011;1;6;39636;0;39636;Multifamily Housing;47;1692199.25;1747203.75;495232.0938
42168;Multifamily LR (1-4);Low-Rise Multifamily;Brettler Family Place Bld 2;47.6779;-122.26166;2011;1;3;29646;0;29646;Multifamily Housing;81;790039.8125;834360.5;231547.4063
43247;Multifamily LR (1-4);Low-Rise Multifamily;Harvard Crest;47.6197;-122.32253;1927;1;3;29656;0;29656;Multifamily Housing;87;859137.125;937759.8125;154107.5938
43867;Multifamily MR (5-9);Mid-Rise Multifamily;Hong Kong Building;47.59801;-122.32544;1927;1;5;39493;8500;30993;Multifamily Housing;;4133811;4133811;407024
43948;Nonresidential COS;Other;Georgetown Steamplant;47.54277;-122.31626;1906;1;2;39212;0;39212;Other;;72370.39844;72370.39844;21210.59961
44187;Multifamily MR (5-9);Mid-Rise Multifamily;The Douglas;47.60786;-122.31586;2011;1;5;140254;0;140254;Multifamily Housing;94;4396566;4596143;906903.6875
44267;Multifamily LR (1-4);Low-Rise Multifamily;Santos Place Apts;47.67928;-122.26177;1947;1;3;38264;0;38264;Multifamily Housing;51;1648774.375;1786300;218790.5
45287;Nonresidential COS;Other;Medgar Evers Pool;47.60668;-122.30242;1968;0;1;21400;0;21400;Other - Recreation;;5170809.5;5427452.5;736986.875
45927;NonResidential;Laboratory;Reasearch and Training Building;47.60427;-122.32311;2000;1;8;178000;0;178000;Laboratory;;53166156;55068016;6487678.5
46427;Multifamily MR (5-9);Mid-Rise Multifamily;Citizen Apts;47.61338;-122.31593;2012;1;6;102696;0;102696;Multifamily Housing;98;2580050.25;2678970;570958.6875
48287;NonResidential;Large Office;Central Link Operations and Maintenance Facility;47.5735;-122.32239;2005;1;4;162157;0;162157;Office;;40613740;41225944;10290406
49467;Multifamily MR (5-9);Mid-Rise Multifamily;Jefferson;47.60642;-122.31637;2012;1;6;57495;0;57495;Multifamily Housing;98;1338373.5;1379927.25;255972.7969
49687;NonResidential;Supermarket / Grocery Store;Safeway 1885 - 1st Ave;47.6239;-122.35756;2003;1;4;33997;0;33997;Supermarket/Grocery Store;23;8926736;9086338;2410499.75
49693;Multifamily MR (5-9);Mid-Rise Multifamily;Tressa Apartments(ID49693);47.73168;-122.34777;2010;1;6;375502;137061;238441;Multifamily Housing;100;8435093;8474710;453672
49695;NonResidential;Large Office;City Place V - SEDO;47.62037;-122.33627;2012;1;11;526423;0;526423;Office;97;17463744;17463744;4855051
49697;NonResidential;Mixed Use Property;Prudential Building;47.60121;-122.33518;1902;1;6;74211;0;74211;Office;97;1357119.875;1438856.625;397749
49698;Multifamily MR (5-9);Mid-Rise Multifamily;Lawrence Lofts;47.61687;-122.30796;2012;1;6;174654;0;174654;Multifamily Housing;75;3640395.5;3743815.75;1003112.313
49699;NonResidential;Warehouse;21615-Seattle/10020 MartinLutherKing;47.51098;-122.27817;1988;1;2;45700;0;45700;Non-Refrigerated Warehouse;99;1544193.75;1547490.125;422506.9063
49703;SPS-District K-12;K-12 School;Catharine Blaine K-8;47.64342;-122.3997;1952;1;1;116101;0;116101;K-12 School;;0;0;0
49704;Multifamily MR (5-9);Mid-Rise Multifamily;KOI;47.66838;-122.37199;2012;1;6;177528;0;177528;Multifamily Housing;99;4228238;4431765.5;787496.1875
49705;Nonresidential COS;Other;Magnuson;47.68212;-122.2633;1929;8;0;502030;0;502030;Other - Recreation;;18470340;20672948;2743225
49706;Multifamily MR (5-9);Mid-Rise Multifamily;Terravita;47.61543;-122.32474;2011;1;6;153767;0;153767;Multifamily Housing;92;4225362.5;4485060;820384.8125
49707;Multifamily MR (5-9);Mid-Rise Multifamily;View 420 LLC;47.62277;-122.35639;2012;1;6;43762;0;43762;Multifamily Housing;97;665200.1875;685504.8125;194959
49709;NonResidential;Other;Seattle ProCure Management, LLC.;47.71286;-122.33635;2012;1;2;53575;0;53575;Urgent Care/Clinic/Other Outpatient;;31803568;31803568;6791757.5
